id,sales
3000888,4.454840118508502
3000889,0.0
3000890,4.080185056161467
3000891,2352.0905982315944
3000892,0.34908927089181907
3000893,373.3464555726241
3000894,13.980750060127317
3000895,775.6726824792509
3000896,753.6926373496533
3000897,137.17400711891148
3000898,148.4673535017227
3000899,153.30602653471715
3000900,2900.3548057188245
3000901,24.72329139929967
3000902,1.8952263028676828
3000903,26.402654162925675
3000904,27.927677052856648
3000905,0.477744432880419
3000906,201.31624417192506
3000907,15.503489397183353
3000908,23.44342662274572
3000909,8.809734038659116
3000910,100.6
3000911,6.979367887131648
3000912,282.2477006364863
3000913,171.58157326887925
3000914,5.0242405508919425
3000915,10.551116068313018
3000916,345.0383054119685
3000917,63.62051411799674
3000918,3563.2816485720537
3000919,0.006666666666666667
3000920,28.516089806032003
3000921,1.0319791824106288
3000922,0.0
3000923,2.2702519830029613
3000924,1202.9825693832936
3000925,0.0
3000926,91.0587940850834
3000927,3.8708164002505843
3000928,755.6667649824714
3000929,367.11709363116813
3000930,234.21785498991343
3000931,38.9542610880716
3000932,32.72570630891409
3000933,2383.695456421596
3000934,5.632039517782646
3000935,0.3639553317094452
3000936,10.809254362457203
3000937,6.972969596113297
3000938,0.15141446400933584
3000939,145.2473568838373
3000940,1.471446855451246
3000941,0.0
3000942,1.204624762734543
3000943,11.533333333333333
3000944,0.43544155815607155
3000945,173.91225213550726
3000946,146.47516324182766
3000947,0.6920178348421893
3000948,2.573631818657275
3000949,138.1034603311787
3000950,24.53874228029311
3000951,237.1996848312525
3000952,11.81
3000953,1.6258814963058832
3000954,5.433066725921814
3000955,0.2686912526585389
3000956,4.922493823557442
3000957,4080.0739319725135
3000958,0.0
3000959,633.2241954939091
3000960,10.856743966767864
3000961,1714.7058396257626
3000962,597.1764318083672
3000963,446.6099215920076
3000964,249.23679518535363
3000965,74.21098307100702
3000966,6561.19440122694
3000967,31.728675437619042
3000968,0.26472983479125684
3000969,18.530953491567097
3000970,19.059802981370893
3000971,0.12166317104721625
3000972,432.1306704132853
3000973,11.744602040537472
3000974,1.0241290756830104
3000975,10.080875854671678
3000976,38.54333333333334
3000977,1.4636900858928552
3000978,636.1286136783749
3000979,352.47272761131273
3000980,2.668868247673636
3000981,13.445736296136584
3000982,413.54398500510786
3000983,97.85027496784016
3000984,1341.8883234952625
3000985,29.096666666666668
3000986,9.324718428633819
3000987,5.154072423343081
3000988,0.0022732229458652387
3000989,1.323737990333191
3000990,1515.1723806875439
3000991,0.0
3000992,178.59618083878124
3000993,12.724598952120827
3000994,928.3320347132687
3000995,462.7290128651634
3000996,204.70445593887922
3000997,50.99027695349644
3000998,35.01326964664786
3000999,2766.810579901505
3001000,10.294764538987659
3001001,0.11561937462073263
3001002,13.375366460098324
3001003,18.389061914295947
3001004,0.43372908232148755
3001005,154.83422339112977
3001006,8.371089814489492
3001007,0.0
3001008,4.084808691183655
3001009,23.966666666666665
3001010,1.525691340346833
3001011,149.86287956851288
3001012,163.40684191376934
3001013,1.5466730322532658
3001014,5.294565676712263
3001015,146.4512244082405
3001016,33.58734605880687
3001017,338.97981857828614
3001018,13.343333333333334
3001019,3.8596835415173754
3001020,4.476576172333827
3001021,0.0
3001022,4.296517118335217
3001023,1458.276607528875
3001024,0.0
3001025,110.18319276160845
3001026,8.432112267324406
3001027,729.3225268424312
3001028,290.13158099823784
3001029,145.98018673652905
3001030,51.627996134702386
3001031,28.703055615410392
3001032,2565.0297554838435
3001033,15.45789583844613
3001034,0.024354989993217696
3001035,14.26699854887743
3001036,7.02620909929885
3001037,0.09356802097420636
3001038,122.72024142664323
3001039,0.8443914500439105
3001040,0.0
3001041,2.413714029223395
3001042,28.713333333333335
3001043,0.8218033941554463
3001044,146.69457559996127
3001045,158.22123681517192
3001046,0.36211725221991564
3001047,4.8868020399532694
3001048,60.982037479071025
3001049,22.60386367951139
3001050,163.54320556942247
3001051,13.683333333333334
3001052,1.8408078403524186
3001053,3.331371611153845
3001054,0.0
3001055,3.1675619062336375
3001056,1450.565226750835
3001057,0.0
3001058,155.00705781913246
3001059,7.134930358209204
3001060,1125.0283019195804
3001061,418.51176210061783
3001062,230.75101115459455
3001063,31.986666293922514
3001064,41.572567843303084
3001065,2839.0907349858967
3001066,11.242323835017828
3001067,0.42906783914628255
3001068,10.527206171436955
3001069,19.956912646958944
3001070,0.10675649633056351
3001071,173.4907081695396
3001072,1.3784345832241582
3001073,0.0
3001074,3.0591388296503714
3001075,15.403333333333334
3001076,1.6378210490450495
3001077,188.180621800211
3001078,258.76989904465137
3001079,1.0230072214277146
3001080,4.9008452489196355
3001081,73.20555881537125
3001082,93.429897508913
3001083,354.24676782742233
3001084,6.5
3001085,3.4057095468666905
3001086,3.2680005182663576
3001087,1.5290659201679082
3001088,3.8023156824405824
3001089,1614.4484430156506
3001090,0.0
3001091,151.92371171412518
3001092,2.3001468418640356
3001093,902.4458534571721
3001094,399.4462165098604
3001095,255.0088877142266
3001096,83.35096226007008
3001097,62.23033779761916
3001098,2630.140002430261
3001099,9.314691499215723
3001100,1.0169896025365852
3001101,15.379430166367673
3001102,19.284177365079422
3001103,0.23569331350364808
3001104,205.42185961760197
3001105,7.010058984884957
3001106,0.0
3001107,4.099078319045962
3001108,20.773333333333333
3001109,1.9870008615438435
3001110,137.56426145406624
3001111,175.5904796268846
3001112,0.749709873156251
3001113,5.140582421656922
3001114,113.23905811333844
3001115,46.01369686114718
3001116,628.2851938320432
3001117,10.78
3001118,5.40936674775933
3001119,4.04795193401235
3001120,0.07012273258640081
3001121,1.865206658948158
3001122,1459.6007280357126
3001123,0.0
3001124,144.15322276990491
3001125,4.034699688313181
3001126,1353.8253571472908
3001127,258.147005312605
3001128,151.95357423092742
3001129,144.01524006907158
3001130,28.22835045722966
3001131,2178.4567915003854
3001132,6.114499090312332
3001133,0.2712443207089431
3001134,8.996819283792586
3001135,11.806491894588175
3001136,0.23842558865577668
3001137,159.14237980185032
3001138,0.0
3001139,0.0
3001140,1.719497603050848
3001141,22.98
3001142,0.9055740860574588
3001143,56.273719118750904
3001144,125.24489242727151
3001145,0.9227693374198409
3001146,2.253258267003594
3001147,67.81163418029898
3001148,33.648534507997645
3001149,500.24276266580455
3001150,0.0
3001151,1.19730576891677
3001152,6.352346372573498
3001153,0.7415346931111226
3001154,2.307546307478506
3001155,2593.968731514867
3001156,0.0
3001157,285.9156545578354
3001158,4.61313710703997
3001159,1013.3143271584121
3001160,854.3427897924948
3001161,449.6565288526817
3001162,137.98985574542615
3001163,86.46647626399324
3001164,3923.1181868691683
3001165,14.591381453423413
3001166,0.7247530421452038
3001167,17.205161973429874
3001168,21.673096803465846
3001169,0.017493597186899468
3001170,250.96957474270397
3001171,0.0
3001172,0.0
3001173,5.287906073306689
3001174,15.47
3001175,3.559510109691374
3001176,254.7030166520432
3001177,225.80240499244343
3001178,1.5815297539086512
3001179,6.4589860111848205
3001180,315.3557721095173
3001181,51.809627196274995
3001182,1261.2961673152531
3001183,37.64666666666667
3001184,10.926818045936752
3001185,3.35559915623426
3001186,0.18496662741447123
3001187,3.256946475181329
3001188,1741.2952598060522
3001189,0.0
3001190,499.72314075044267
3001191,6.986830487790837
3001192,496.17771590418346
3001193,608.1580912807918
3001194,165.0229714360684
3001195,139.23779645456793
3001196,49.29156384881898
3001197,2284.2383238846833
3001198,11.089208482945995
3001199,0.8270548484759623
3001200,17.557151934700066
3001201,16.854016889551556
3001202,0.28026593141878164
